employee_num,desk_id,desk_id_start_date,desk_id_end_date,termination_flag,promotion_flag
28812,108,2003-09-29,2005-10-26,1,0
28785,367,2003-09-29,2006-08-27,1,1
20325,243,2003-06-26,2004-11-01,0,0
10294,342,2003-09-30,2005-01-17,0,1
44922,900,2003-10-02,2004-07-03,0,1
13534,94,2003-07-02,2004-09-17,0,0
16364,804,2003-10-02,2005-07-25,0,1
2760,624,2003-10-03,2004-08-05,1,1
19596,1040,2003-10-04,2006-04-30,0,0
36945,314,2003-10-04,2006-07-21,1,0
25595,451,2003-10-06,2004-07-16,0,0
38447,448,2003-10-06,2011-04-28,0,0
403,26,2003-10-11,2009-04-27,0,1
16656,201,2003-07-07,2004-05-17,1,1
31869,177,2003-07-09,2005-02-23,0,1
19238,873,2003-07-10,2003-10-18,1,0
14999,1118,2003-10-13,2007-01-28,0,0
15887,1120,2003-10-13,2005-05-20,1,0
31161,241,2003-10-13,2006-09-09,0,1
37204,908,2003-07-15,2005-03-31,0,1
35409,953,2003-10-14,2005-04-09,0,1
25695,957,2003-10-15,2004-11-18,0,1
26863,802,2003-10-16,2006-06-29,0,1
44781,59,2003-10-16,2007-05-06,1,0
14389,196,2003-10-16,2005-04-28,0,0
35861,744,2003-10-18,2005-11-24,1,1
35937,444,2003-07-18,2005-12-09,0,1
10910,931,2003-10-19,2008-02-25,0,1
13584,470,2003-10-21,2006-12-24,0,1
19368,306,2003-10-22,2005-02-27,1,1
8211,842,2003-07-23,2007-04-20,0,0
17036,960,2003-10-22,2008-01-21,1,0
22744,921,2003-10-22,2004-09-10,1,0
30051,513,2003-10-25,2005-08-21,1,0
27470,503,2003-10-25,2006-11-07,0,0
11085,853,2003-10-26,2008-08-25,0,0
642,863,2003-10-26,2006-06-08,1,0
33096,1176,2003-10-27,2009-07-17,0,0
20468,1217,2003-10-27,2006-10-28,0,0
39108,154,2003-10-29,2005-10-19,0,0
9491,504,2003-10-30,2005-02-10,0,1
11436,464,2003-07-30,2006-09-25,0,1
19573,423,2003-07-31,2006-06-29,0,0
10106,215,2003-10-31,2006-07-27,1,0
12457,237,2003-10-31,2006-07-18,0,0
3059,826,2003-10-31,2006-05-06,0,0
15140,550,2003-11-03,2008-05-15,1,1
28804,146,2003-08-02,2004-09-23,1,0
8283,899,2003-08-02,2006-06-11,1,0
13371,480,2003-08-03,2005-03-06,1,0
44651,231,2003-11-03,2009-08-18,1,1
20923,1206,2003-11-05,2005-01-25,0,0
9676,302,2003-11-05,2006-04-10,0,0
33988,170,2003-11-06,2007-11-03,0,0
28852,91,2003-11-06,2006-12-26,0,0
19434,845,2003-11-07,2005-10-01,1,0
3035,238,2003-11-07,2007-06-06,0,0
37072,622,2003-11-12,2004-06-24,1,1
6608,545,2003-08-05,2006-03-23,1,0
5107,253,2003-08-07,2003-12-19,0,1
40494,1054,2003-08-10,2005-07-19,0,0
44305,488,2003-08-13,2004-08-15,0,0
15800,411,2003-11-13,2005-01-07,0,0
44932,417,2003-11-13,2004-10-07,1,0
14368,104,2003-11-16,2005-11-19,0,0
20483,224,2003-11-16,2006-12-22,0,0
22497,289,2003-11-18,2005-05-13,0,1
44071,153,2003-08-17,2004-06-23,1,0
18326,777,2003-08-19,2005-04-12,0,1
6577,273,2003-11-20,2007-06-29,0,0
11373,1063,2003-11-20,2005-02-02,0,0
31927,260,2003-11-21,2006-01-02,1,0
39042,330,2003-11-21,2004-06-07,1,0
41751,17,2003-11-21,2004-11-09,0,0
35501,44,2003-11-21,2007-06-03,1,0
36123,493,2003-11-24,2006-07-16,0,1
23490,465,2003-08-22,2005-01-23,0,0
32053,396,2003-08-25,2004-12-08,1,1
10121,1050,2003-11-25,2009-03-30,1,0
21608,1051,2003-11-25,2007-11-26,1,0
35852,404,2003-11-27,2006-12-12,0,1
37370,678,2003-08-27,2007-02-05,1,0
39991,527,2003-08-28,2008-03-29,0,0
2661,730,2003-08-29,2005-03-09,1,1
24549,669,2003-08-31,2007-09-01,0,1
24772,681,2003-12-03,2004-10-16,0,0
32628,677,2003-12-03,2007-01-11,1,0
34176,607,2003-12-06,2006-06-08,0,1
43467,459,2003-09-04,2006-08-03,1,1
19275,258,2003-12-09,2005-12-30,0,1
2088,1104,2003-12-09,2008-06-11,1,0
5426,218,2003-12-09,2005-11-28,0,0
32196,1226,2003-12-10,2005-08-06,0,1
8878,37,2003-12-12,2009-01-14,1,0
25463,87,2003-12-12,2005-07-16,0,0
18445,203,2003-12-12,2008-03-22,0,0
20974,226,2003-12-13,2005-03-10,0,0
24729,1071,2003-12-13,2005-06-04,0,0
41357,818,2003-12-13,2006-04-11,0,1
30735,597,2003-12-13,2008-06-16,1,0
35482,453,2003-12-15,2007-08-22,0,1
39897,542,2003-09-14,2005-12-19,1,1
22813,122,2003-09-15,2004-06-13,1,0
38872,1081,2003-09-16,2004-12-08,0,0
25779,1179,2003-12-15,2005-06-02,0,1
6924,1089,2003-12-16,2005-01-29,1,0
25160,705,2003-12-18,2007-06-06,0,0
25672,699,2003-12-18,2007-02-12,1,0
28121,399,2003-12-19,2004-05-22,1,1
5107,1095,2003-12-20,2004-08-12,0,0
7528,253,2003-12-20,2007-05-28,1,0
38836,240,2003-12-22,2007-02-17,1,0
20001,244,2003-12-22,2008-03-27,0,0
2968,596,2003-12-25,2006-04-14,1,0
23431,515,2003-12-26,2007-11-06,1,0
44332,506,2003-12-26,2005-11-19,0,0
13600,176,2003-12-31,2005-05-27,1,0
38070,54,2003-12-31,2004-07-04,0,0
40418,801,2003-12-31,2006-10-30,0,1
11584,566,2003-09-21,2006-03-12,0,0
38336,898,2003-09-27,2006-06-08,1,0
38061,861,2003-09-28,2009-07-28,1,1
1396,149,2003-09-29,2005-01-24,1,0
13906,1008,2003-09-30,2004-12-06,0,0
7587,386,2004-01-02,2008-01-04,0,0
5809,384,2004-01-02,2004-12-01,0,0
34836,257,2004-01-04,2005-12-07,0,1
35221,365,2003-10-03,2006-02-05,0,0
11598,42,2003-10-05,2005-01-02,1,1
24574,526,2003-10-06,2004-08-08,1,0
32124,702,2004-01-05,2007-04-10,0,1
35310,984,2004-01-05,2005-09-06,0,0
14579,939,2004-01-05,2005-05-12,1,0
10708,14,2004-01-08,2006-01-19,1,0
1610,808,2004-01-08,2007-03-07,0,0
2183,1090,2004-01-08,2008-09-26,0,0
14709,457,2004-01-09,2011-01-21,0,1
22239,650,2003-10-08,2005-07-09,1,0
19577,1064,2004-01-10,2008-09-27,1,1
16541,806,2004-01-10,2008-02-03,0,1
37677,668,2004-01-12,2005-02-20,1,0
33814,355,2004-01-16,2006-04-24,1,0
18798,359,2004-01-16,2005-05-27,1,0
32784,884,2003-10-13,2006-10-17,0,1
22831,717,2003-10-14,2006-01-06,1,1
12093,378,2003-10-14,2005-04-20,1,0
43733,425,2003-10-16,2006-06-09,1,0
15596,371,2003-10-17,2005-09-03,1,0
35929,738,2003-10-19,2005-02-23,1,1
37734,873,2003-10-19,2006-10-07,1,0
19112,256,2004-01-22,2006-02-28,1,0
36853,631,2003-10-21,2005-07-11,0,0
8580,532,2004-01-23,2006-02-18,0,0
30715,530,2004-01-23,2004-11-17,1,0
11586,1077,2004-01-24,2010-05-27,0,0
3168,1158,2004-01-24,2005-05-15,0,0
38360,382,2004-01-25,2009-05-27,0,1
36124,956,2003-10-27,2003-12-23,1,1
32821,43,2003-10-27,2005-09-02,1,1
36738,942,2004-01-26,2008-08-20,1,1
9307,304,2004-01-27,2005-07-25,0,0
10277,207,2004-01-27,2007-12-17,0,0
38951,1150,2004-01-28,2005-01-19,0,0
44324,1203,2004-02-01,2005-01-26,0,0
20876,333,2004-02-01,2008-01-15,0,0
4517,337,2004-02-01,2008-05-03,0,0
15283,780,2004-02-03,2006-12-03,1,1
44453,428,2003-10-30,2005-07-11,0,1
30258,889,2003-11-03,2007-06-12,1,0
15504,32,2004-02-03,2005-09-03,0,0
13115,322,2004-02-04,2008-04-06,1,0
24113,1068,2004-02-04,2008-01-18,0,0
28861,420,2004-02-07,2004-11-11,0,1
16465,915,2003-11-06,2005-06-11,0,1
34070,9,2004-02-09,2007-07-28,0,1
40360,1079,2004-02-09,2010-11-23,0,1
44973,509,2003-11-11,2004-06-27,1,1
4923,494,2004-02-12,2006-12-24,0,1
15685,1198,2004-02-12,2007-04-07,0,0
11843,1107,2004-02-12,2007-08-06,1,0
40734,973,2004-02-14,2006-03-06,1,1
21862,151,2003-11-16,2005-05-20,1,0
8695,486,2004-02-15,2006-07-29,1,1
3637,376,2004-02-16,2004-09-26,1,1
9968,8,2004-02-17,2007-08-24,0,1
6035,637,2004-02-18,2006-05-11,0,1
44997,141,2004-02-18,2009-01-16,1,1
25225,385,2004-02-20,2006-04-23,1,1
9896,477,2003-11-21,2008-03-15,0,1
39942,1003,2003-11-21,2005-01-18,1,0
27473,1166,2004-02-21,2006-01-16,1,0
22007,213,2004-02-25,2008-10-07,0,1
9756,412,2003-11-25,2005-04-07,1,1
156,458,2004-02-28,2005-08-18,0,1
37746,886,2003-11-30,2005-05-09,0,1
19572,79,2004-03-01,2008-01-01,0,0
36619,1224,2004-03-01,2005-12-10,1,1
25847,221,2004-03-01,2007-07-10,0,1
21103,25,2004-03-02,2005-11-17,0,0
5991,27,2004-03-02,2006-05-24,0,0
1969,229,2004-03-06,2006-03-15,0,0
20337,251,2004-03-06,2005-11-21,0,0
30057,546,2004-03-08,2010-01-10,1,1
41196,911,2004-03-08,2007-03-23,0,0
18740,871,2004-03-08,2008-10-07,0,0
21984,1127,2004-03-09,2005-07-16,0,0
40215,1094,2004-03-09,2006-08-19,0,0
4155,664,2004-03-10,2005-08-05,1,0
27038,676,2004-03-10,2008-07-30,1,0
34382,278,2004-03-12,2005-04-05,0,0
3624,277,2004-03-12,2006-08-10,0,0
39882,970,2004-03-12,2006-10-01,1,0
1918,971,2004-03-12,2010-03-10,1,0
15891,838,2004-03-13,2008-11-15,0,0
35416,1190,2004-03-13,2005-12-03,1,0
42105,885,2004-03-15,2004-09-15,0,0
31370,855,2004-03-15,2006-08-11,0,0
36460,687,2004-03-17,2007-08-21,0,1
17429,481,2003-12-13,2004-07-22,1,0
8009,1180,2003-12-15,2006-07-29,0,1
728,319,2004-03-17,2005-10-07,0,1
39451,796,2003-12-18,2006-09-23,0,0
21960,1189,2004-03-18,2006-01-06,0,1
35100,686,2004-03-18,2005-04-24,1,1
22241,1183,2004-03-20,2009-02-23,0,0
33972,1053,2004-03-20,2007-11-11,0,0
25876,909,2004-03-23,2005-06-17,1,0
35721,907,2004-03-23,2004-09-28,0,0
24313,307,2004-03-28,2005-07-24,1,0
26682,1117,2004-03-29,2006-07-04,1,0
32576,1082,2004-03-29,2007-12-12,1,0
27766,440,2004-03-31,2007-01-26,1,0
8510,442,2004-03-31,2005-10-03,0,0
44610,498,2004-04-01,2005-11-07,0,1
29520,617,2003-12-20,2006-12-17,0,0
26717,720,2003-12-21,2009-01-20,0,1
22403,956,2003-12-24,2009-05-07,0,0
8474,600,2003-12-25,2010-09-06,0,0
15171,573,2003-12-25,2005-07-22,0,0
818,391,2003-12-29,2005-06-27,1,1
2481,267,2003-12-31,2008-07-21,1,1
69,618,2004-04-02,2005-05-15,1,0
43674,621,2004-04-02,2006-02-04,0,0
29523,281,2004-04-07,2006-04-08,1,1
35598,591,2004-01-05,2006-06-10,0,1
7193,611,2004-01-06,2007-02-28,1,1
40327,137,2004-04-08,2005-03-18,0,0
28922,584,2004-04-08,2006-08-22,0,0
35244,582,2004-04-08,2006-12-28,1,0
22298,41,2004-01-08,2006-03-22,0,0
20709,746,2004-01-09,2007-05-09,0,1
12113,1048,2004-01-11,2006-04-01,0,0
26570,217,2004-04-11,2009-01-18,0,0
3525,362,2004-04-13,2005-11-28,0,0
43678,847,2004-04-14,2008-12-15,0,0
9654,216,2004-04-14,2006-10-22,0,0
34909,98,2004-04-16,2008-01-13,1,0
10672,142,2004-04-16,2005-05-06,1,0
37590,438,2004-01-14,2008-05-19,0,0
34287,697,2004-01-15,2007-09-16,1,0
34183,859,2004-01-17,2006-01-29,0,1
44673,581,2004-04-17,2005-02-25,0,0
27240,580,2004-04-17,2004-09-08,1,0
26984,1211,2004-04-18,2005-11-26,0,0
4474,1083,2004-04-18,2010-04-16,0,1
26624,195,2004-04-18,2008-08-31,0,0
178,139,2004-04-18,2006-06-01,0,0
44073,20,2004-04-21,2008-03-06,0,1
19310,1093,2004-04-22,2009-02-10,0,1
12427,15,2004-01-22,2006-05-25,0,1
31864,430,2004-04-23,2007-12-04,0,1
11245,609,2004-01-24,2006-05-23,0,1
31450,1133,2004-04-25,2008-04-05,1,1
8404,298,2004-01-27,2006-02-20,0,0
345,949,2004-04-27,2009-04-16,1,1
32768,1223,2004-04-27,2007-09-19,1,1
7137,993,2004-04-27,2007-07-30,1,0
31238,113,2004-04-30,2005-11-10,0,0
44795,85,2004-04-30,2005-02-28,0,0
20549,1006,2004-05-02,2008-03-10,0,0
3523,967,2004-05-02,2005-06-10,0,0
38131,709,2004-05-03,2007-02-05,1,1
3563,1152,2004-01-28,2006-09-08,0,0
8461,533,2004-02-03,2006-05-02,1,0
35756,782,2004-05-05,2007-02-26,0,1
4689,948,2004-05-07,2006-12-26,0,1
28880,614,2004-05-08,2004-10-17,0,1
26479,679,2004-05-09,2005-02-20,1,1
39249,290,2004-02-09,2006-07-06,0,1
9348,951,2004-05-10,2005-02-12,1,1
36164,1145,2004-05-12,2005-02-18,1,0
27389,111,2004-05-12,2008-10-19,0,0
34019,183,2004-05-13,2005-05-12,0,0
15253,1005,2004-05-13,2006-06-23,0,1
18642,265,2004-02-11,2006-02-07,1,0
19469,1181,2004-05-16,2007-03-29,0,0
22301,876,2004-05-16,2004-11-13,1,0
17845,767,2004-05-17,2006-07-03,0,1
20884,800,2004-05-17,2007-09-07,0,0
13925,840,2004-05-17,2008-04-01,1,0
29418,1029,2004-05-19,2005-05-07,1,0
25959,340,2004-05-19,2005-07-15,0,0
29364,22,2004-05-22,2006-01-26,1,0
34190,21,2004-05-22,2006-11-22,0,0
288,682,2004-05-23,2006-03-26,0,1
5153,147,2004-02-18,2004-11-10,0,0
44660,1208,2004-02-21,2005-07-18,0,0
30621,201,2004-05-24,2006-11-19,1,0
8768,489,2004-05-24,2008-01-17,0,1
15215,1214,2004-05-25,2005-09-12,0,0
37980,1172,2004-05-25,2007-03-08,0,0
20895,1074,2004-05-29,2007-05-20,1,0
44398,31,2004-05-31,2007-07-26,0,0
11775,810,2004-06-04,2005-05-20,0,0
25449,1114,2004-06-04,2005-02-13,1,0
38177,274,2004-06-04,2007-05-05,1,0
38190,121,2004-06-04,2009-07-04,0,0
11806,906,2004-06-04,2006-08-02,1,1
3610,537,2004-02-25,2010-03-26,1,1
28279,427,2004-02-25,2005-04-13,0,0
16438,483,2004-02-27,2007-01-14,1,0
5041,164,2004-03-01,2008-02-28,1,0
462,843,2004-06-06,2007-10-22,1,1
5189,89,2004-03-08,2009-10-06,0,1
1102,514,2004-03-08,2008-02-24,0,0
32957,64,2004-03-08,2006-11-24,0,1
43853,1066,2004-06-08,2007-03-28,1,1
419,475,2004-03-10,2007-06-24,0,1
26777,815,2004-06-09,2006-10-20,1,0
2558,433,2004-06-10,2005-03-27,0,1
19761,869,2004-03-12,2004-08-07,1,1
33144,916,2004-06-12,2005-02-08,1,0
21674,964,2004-06-12,2009-03-12,1,0
28604,544,2004-03-13,2005-01-08,1,0
16886,910,2004-06-14,2006-04-17,0,1
41376,1024,2004-06-15,2006-10-03,1,0
7198,313,2004-06-15,2006-04-03,0,1
3543,191,2004-03-16,2006-09-13,0,1
25976,330,2004-06-19,2007-04-21,0,0
41993,327,2004-06-19,2009-09-11,0,0
15347,46,2004-06-21,2005-10-04,0,0
18764,122,2004-06-22,2008-01-20,1,0
35960,980,2004-06-22,2005-08-06,1,0
34806,326,2004-06-22,2008-06-05,1,0
31484,153,2004-06-26,2006-02-25,1,0
4311,992,2004-06-30,2005-01-25,0,0
9052,1108,2004-07-01,2006-12-30,1,0
24592,1233,2004-07-01,2007-07-06,0,0
35104,454,2004-07-01,2005-06-17,1,0
19714,455,2004-07-01,2004-08-29,1,0
33358,80,2004-03-21,2005-08-14,0,1
41771,561,2004-03-23,2006-10-19,1,1
4968,729,2004-03-24,2007-04-17,0,0
31510,206,2004-03-28,2004-10-22,1,0
25791,749,2004-03-29,2006-02-01,0,0
1147,1045,2004-04-02,2005-04-08,0,1
17854,507,2004-04-02,2006-10-11,1,1
14657,632,2004-04-02,2005-03-27,1,0
8656,622,2004-07-04,2006-04-21,0,0
2001,882,2004-07-04,2008-02-03,1,1
44922,896,2004-07-04,2006-10-06,0,0
6622,900,2004-07-04,2005-08-12,0,0
38070,96,2004-07-05,2007-02-18,1,0
3813,805,2004-04-07,2005-02-06,0,1
3047,661,2004-07-07,2005-10-31,1,1
22025,969,2004-07-12,2005-11-19,1,1
19914,1186,2004-04-13,2010-11-16,0,0
11012,612,2004-07-14,2004-12-27,0,0
40744,615,2004-07-14,2005-10-26,0,0
8926,422,2004-07-17,2006-02-24,1,1
20647,414,2004-04-15,2005-08-01,0,1
18695,531,2004-04-17,2005-09-26,0,1
11121,1209,2004-04-18,2007-07-31,0,0
30900,54,2004-07-18,2006-10-07,0,0
17491,182,2004-07-18,2005-05-16,1,0
44867,570,2004-07-20,2007-04-30,0,0
35744,1015,2004-07-21,2006-07-28,1,0
30458,1030,2004-07-21,2007-05-22,1,0
7175,1207,2004-07-23,2006-05-16,0,1
2496,247,2004-04-21,2008-03-17,1,1
14281,741,2004-04-22,2006-05-18,1,1
15857,1098,2004-07-24,2006-02-28,0,0
24906,249,2004-07-26,2006-02-26,0,0
42016,360,2004-07-26,2010-01-24,1,0
17393,381,2004-07-28,2007-06-26,0,0
42041,389,2004-07-28,2005-07-29,0,0
6567,696,2004-07-29,2005-07-06,0,0
17439,698,2004-07-29,2009-01-17,1,0
7034,86,2004-07-31,2010-08-17,0,0
9306,172,2004-07-31,2006-12-16,0,0
11163,158,2004-07-31,2006-02-09,0,0
24278,999,2004-08-04,2007-04-17,0,0
35054,1002,2004-08-04,2010-02-19,0,0
2620,1135,2004-08-06,2005-11-05,1,1
11592,844,2004-04-24,2005-06-10,0,1
35765,383,2004-04-27,2005-04-16,0,0
37298,567,2004-04-28,2007-06-21,0,0
19273,135,2004-05-02,2008-06-10,0,1
41222,145,2004-05-03,2006-11-10,0,1
4886,61,2004-05-04,2009-03-15,1,0
15437,776,2004-05-06,2007-04-21,0,0
43086,413,2004-08-07,2011-03-22,0,1
26340,491,2004-08-08,2005-08-28,1,1
5107,1095,2004-08-13,2006-01-24,1,1
15673,743,2004-05-12,2005-01-23,0,0
30501,264,2004-05-12,2005-09-03,1,0
36400,74,2004-05-13,2008-01-10,0,0
3528,636,2004-05-14,2010-04-18,1,0
31014,1137,2004-05-14,2008-04-07,0,0
29949,75,2004-08-15,2007-11-10,0,0
12211,68,2004-08-15,2008-12-12,1,0
35339,220,2004-08-17,2007-10-14,0,0
21750,821,2004-08-17,2007-02-10,0,0
41960,76,2004-08-18,2008-10-09,1,1
44328,124,2004-08-19,2007-05-24,0,0
33992,1200,2004-08-20,2005-01-10,1,0
42434,78,2004-05-17,2009-10-06,0,1
38156,1169,2004-05-20,2005-05-11,1,0
13064,328,2004-08-20,2008-04-11,0,1
37431,399,2004-05-23,2010-07-03,0,0
20681,125,2004-08-22,2006-01-13,0,0
28240,103,2004-08-22,2008-08-04,0,0
30201,308,2004-08-22,2007-01-05,0,1
34582,479,2004-05-24,2009-11-26,1,0
24527,981,2004-08-24,2008-03-09,0,0
36834,1012,2004-08-24,2009-10-02,0,0
9732,526,2004-08-26,2006-12-22,0,0
29300,890,2004-08-26,2005-09-09,0,1
538,831,2004-05-28,2005-08-29,0,0
44761,551,2004-08-27,2006-04-07,0,1
24702,642,2004-08-29,2007-05-12,0,1
39175,18,2004-05-31,2005-08-20,0,0
13397,595,2004-06-01,2005-08-14,1,0
34427,1151,2004-08-31,2006-11-16,1,0
9534,1113,2004-08-31,2008-10-13,0,0
21855,211,2004-08-31,2007-06-07,0,0
23124,1125,2004-08-31,2011-04-17,0,0
24289,1122,2004-08-31,2006-02-10,0,0
5690,1219,2004-09-01,2007-05-23,0,0
10618,315,2004-09-01,2007-10-14,0,0
6625,685,2004-09-03,2005-11-04,0,1
31306,82,2004-06-04,2004-10-31,0,0
4979,1110,2004-09-03,2007-05-21,1,1
22875,536,2004-09-04,2008-10-17,0,1
29264,524,2004-09-04,2009-08-29,1,0
23320,521,2004-09-04,2010-02-28,1,0
18054,223,2004-09-06,2007-12-18,1,0
1350,1175,2004-09-06,2008-11-07,0,0
16901,1111,2004-09-08,2006-08-21,1,1
21670,235,2004-06-09,2005-09-15,1,0
7408,393,2004-06-09,2005-06-22,0,0
24310,512,2004-06-09,2008-06-06,0,0
44933,814,2004-09-09,2009-05-18,0,1
8832,1123,2004-06-11,2007-05-09,0,1
37834,693,2004-06-11,2006-01-10,1,0
6211,1073,2004-06-16,2007-04-05,1,0
37561,334,2004-09-13,2007-08-02,1,0
28817,343,2004-09-13,2007-05-29,0,0
1621,232,2004-09-15,2004-11-29,0,1
33805,921,2004-09-16,2007-10-24,0,0
42105,885,2004-09-16,2005-11-09,0,1
5259,559,2004-06-19,2007-09-22,1,0
3426,795,2004-09-17,2006-05-09,1,0
24876,797,2004-09-17,2008-12-24,0,0
13534,200,2004-09-18,2005-07-30,1,0
31260,94,2004-09-18,2007-04-02,1,0
39033,301,2004-09-22,2006-08-23,0,0
29507,1037,2004-09-23,2008-08-11,0,0
7938,1036,2004-09-23,2008-04-23,0,0
24336,933,2004-09-27,2007-04-20,0,0
33669,1156,2004-09-27,2007-07-01,1,0
8225,146,2004-09-28,2005-12-05,1,0
36559,49,2004-09-28,2007-02-10,1,0
42968,757,2004-09-29,2009-03-23,0,1
28680,16,2004-06-21,2005-12-26,0,0
21931,913,2004-06-27,2006-01-07,1,0
31767,509,2004-06-28,2007-02-20,1,0
44326,938,2004-06-30,2006-12-27,0,0
16730,666,2004-07-01,2006-04-23,0,0
35721,869,2004-09-29,2006-09-02,1,0
14652,907,2004-09-29,2008-10-23,0,0
547,538,2004-09-30,2006-11-25,1,1
37604,1132,2004-10-01,2006-01-12,0,1
16471,128,2004-10-01,2008-01-04,1,0
6998,105,2004-10-01,2005-09-28,0,0
18623,202,2004-10-02,2009-06-07,0,0
11474,109,2004-10-02,2008-06-03,0,0
10781,914,2004-10-05,2006-09-26,1,1
14464,857,2004-07-03,2006-05-04,0,1
7642,603,2004-07-03,2010-03-15,0,1
20881,620,2004-07-04,2008-10-01,1,0
1768,390,2004-07-04,2008-09-26,0,0
27420,395,2004-07-05,2006-04-22,1,1
27435,897,2004-07-06,2007-12-17,0,1
14893,560,2004-10-09,2006-08-12,0,1
12611,589,2004-07-09,2006-09-11,1,0
30374,101,2004-10-09,2008-03-24,1,0
16435,1021,2004-10-10,2006-12-18,1,1
16159,311,2004-10-10,2006-11-22,0,0
42339,13,2004-10-11,2006-11-02,1,0
16365,468,2004-10-11,2007-07-28,1,0
42664,471,2004-10-11,2007-04-21,1,0
15953,118,2004-10-14,2007-03-01,1,0
42881,159,2004-10-14,2007-03-30,0,0
27551,991,2004-10-16,2009-02-02,0,1
22789,924,2004-07-16,2006-08-07,1,0
25595,451,2004-07-17,2005-05-30,1,1
24772,681,2004-10-17,2007-08-28,0,1
28880,614,2004-10-18,2005-12-17,0,1
18217,572,2004-07-20,2006-05-15,0,0
33711,429,2004-07-22,2007-04-18,0,1
37331,671,2004-07-23,2007-05-15,0,0
8829,481,2004-07-23,2005-09-12,0,0
38723,722,2004-07-24,2008-02-04,1,0
27002,1102,2004-07-24,2006-02-19,1,0
35444,904,2004-10-24,2011-08-20,1,0
21590,903,2004-10-24,2010-09-04,0,0
10667,397,2004-07-27,2005-01-12,0,0
2829,731,2004-10-26,2007-01-11,0,0
19125,728,2004-10-26,2005-12-12,1,0
23898,1016,2004-10-29,2008-04-18,0,0
31306,168,2004-11-01,2006-05-09,1,0
37027,856,2004-11-02,2008-02-01,0,0
32364,868,2004-11-02,2007-09-14,1,0
20325,246,2004-11-02,2008-05-07,1,0
7242,1067,2004-11-03,2005-11-23,0,1
33635,1052,2004-07-30,2005-12-14,0,1
9922,372,2004-11-06,2007-05-22,1,1
11371,394,2004-08-06,2007-04-19,0,1
11725,624,2004-08-06,2006-10-19,0,0
39787,402,2004-08-07,2005-08-01,1,0
19546,653,2004-11-08,2008-07-11,1,1
36319,725,2004-08-09,2007-01-12,0,0
41751,47,2004-11-10,2005-10-02,1,0
36986,17,2004-11-10,2009-10-10,1,0
5153,70,2004-11-11,2006-08-07,0,0
26914,147,2004-11-11,2006-04-16,0,0
804,740,2004-11-12,2006-10-13,0,1
28861,420,2004-11-12,2009-03-03,0,1
37413,234,2004-11-13,2008-04-03,0,0
28833,1004,2004-11-16,2007-07-27,0,0
34830,1218,2004-11-16,2006-03-11,1,0
22966,82,2004-11-17,2007-01-20,0,0
25695,957,2004-11-19,2008-05-01,1,1
44305,488,2004-08-16,2006-04-03,0,1
29635,710,2004-08-18,2006-10-01,1,1
22820,658,2004-08-18,2008-03-07,0,0
25034,1201,2004-08-20,2007-10-19,0,0
43287,946,2004-11-22,2006-07-25,0,1
8220,129,2004-08-22,2007-12-15,0,0
1933,175,2004-08-22,2007-08-07,0,0
34186,662,2004-08-24,2008-01-23,0,1
44388,918,2004-11-25,2006-03-04,0,1
174,745,2004-08-27,2005-11-14,1,0
19126,828,2004-11-27,2006-03-30,0,0
35703,819,2004-11-27,2005-09-26,0,1
31950,455,2004-08-30,2005-11-27,0,0
26909,628,2004-11-29,2007-02-27,1,1
7838,704,2004-08-31,2007-01-26,0,0
33577,320,2004-08-31,2007-09-03,1,0
1621,232,2004-11-30,2006-03-07,0,1
20875,467,2004-09-01,2007-06-04,0,0
14420,1070,2004-12-01,2007-08-12,0,0
34986,1196,2004-12-01,2006-03-15,1,0
36089,675,2004-12-02,2007-08-09,1,1
1780,988,2004-12-02,2006-08-01,1,1
5809,376,2004-12-02,2006-04-26,0,0
31823,384,2004-12-02,2009-06-29,0,0
3954,243,2004-12-04,2007-08-28,1,0
35530,829,2004-12-04,2007-04-30,0,0
33373,876,2004-12-05,2006-06-25,0,0
13906,1010,2004-12-07,2006-02-08,1,0
556,1008,2004-12-07,2006-09-22,1,0
43871,930,2004-12-09,2005-06-07,1,0
28395,927,2004-12-09,2007-07-08,0,0
38872,1081,2004-12-09,2006-05-02,0,1
851,580,2004-09-09,2006-03-30,1,0
29885,672,2004-12-10,2009-06-27,1,1
21050,864,2004-12-10,2007-10-17,0,1
16298,920,2004-12-11,2006-10-24,0,1
14280,1192,2004-12-14,2008-12-09,0,0
36080,294,2004-12-16,2006-07-15,0,0
5263,295,2004-12-16,2007-02-04,1,0
2145,140,2004-12-17,2008-02-11,0,0
2583,643,2004-12-19,2007-04-12,1,1
5585,1049,2004-12-20,2008-04-24,0,1
35086,1146,2004-09-22,2008-07-05,0,0
21968,626,2004-12-22,2008-06-23,1,1
22826,813,2004-12-23,2009-02-03,0,0
35588,1086,2004-12-23,2005-10-19,0,0
26448,1075,2004-12-26,2009-03-27,1,1
14721,24,2004-12-26,2006-07-02,0,0
27393,38,2004-12-26,2007-06-04,0,0
9887,19,2004-09-28,2006-04-02,1,0
28994,511,2004-09-29,2009-11-02,0,0
33429,578,2004-09-29,2006-07-25,1,0
3730,926,2004-12-29,2007-01-16,1,1
4068,788,2004-12-29,2006-09-19,1,0
33978,701,2004-12-30,2007-09-01,0,1
23221,577,2004-09-30,2006-10-28,0,0
18004,649,2004-12-31,2006-08-25,1,1
11828,497,2004-10-02,2005-11-27,1,0
6479,189,2005-01-03,2008-09-08,0,0
