employee_num,year,perf_review_score
18326,2006,5
18326,2007,3
18326,2008,3
18326,2009,3
17769,1999,3
17769,2000,5
17769,2001,3
17769,2002,5
39978,1999,4
4068,1999,3
4068,2000,3
4068,2001,3
4068,2002,4
4068,2004,3
4068,2005,3
19045,1999,3
19045,2000,3
19045,2001,3
19045,2002,4
19045,2003,3
35322,1999,4
35322,2000,3
35322,2002,5
35322,2003,4
35322,2004,4
31294,1999,3
31294,2000,3
31294,2001,4
31294,2002,5
31294,2003,4
32845,1999,3
32845,2001,5
32845,2002,3
32845,2003,4
5743,1999,3
5743,2000,3
5743,2001,4
10522,1999,4
10522,2000,3
10522,2001,3
10522,2002,4
10522,2003,3
10522,2004,3
17422,1999,4
38757,1999,3
38757,2000,3
38757,2001,3
2163,1999,5
37170,1999,4
37170,2000,3
37170,2001,3
5649,1999,4
5649,2000,3
5649,2001,5
5649,2002,3
9833,1999,3
42925,1999,5
42925,2000,3
42925,2001,3
42925,2002,3
42925,2003,4
42925,2004,4
42925,2005,4
42925,2006,3
11523,1999,5
11523,2000,3
11523,2001,3
11523,2002,3
11523,2003,3
11523,2004,3
12321,1999,3
12321,2000,3
12321,2001,3
12321,2002,3
12321,2003,3
40418,1999,4
40418,2000,3
40418,2001,3
40418,2002,3
40418,2003,4
40418,2004,3
40418,2005,3
40418,2006,5
40418,2007,3
40418,2008,4
40418,2009,3
40418,2010,3
26863,1999,3
26863,2000,5
26863,2001,4
26863,2002,3
26863,2003,5
26863,2004,4
26863,2005,3
26863,2006,4
26863,2007,3
26863,2008,3
26863,2009,3
26863,2010,3
26863,2011,3
15891,1999,3
15891,2000,3
15891,2001,3
15891,2002,2
15891,2003,5
15891,2004,4
15891,2005,5
15891,2006,3
15891,2007,4
15891,2008,3
15891,2009,4
15891,2010,3
15891,2011,5
15891,2012,4
15891,2013,3
15891,2014,3
15891,2015,4
15891,2016,4
16364,1999,4
16364,2000,3
16364,2001,4
16364,2002,3
16364,2003,5
16364,2004,5
16364,2005,3
16364,2006,3
3813,1999,3
3813,2000,4
3813,2001,3
3813,2002,3
3813,2003,3
3813,2004,4
3813,2005,3
3813,2006,5
16541,1999,3
16541,2000,4
16541,2001,4
16541,2002,3
16541,2003,3
16541,2004,4
16541,2005,4
16541,2006,4
16541,2007,3
16541,2008,3
16541,2009,3
16541,2010,4
16541,2011,3
16541,2012,3
16541,2013,4
16541,2014,3
16541,2015,3
16541,2016,4
16541,2017,4
18348,1999,3
18348,2000,3
18348,2001,5
18348,2002,3
18348,2003,3
18348,2004,3
18348,2005,4
18348,2006,3
18348,2007,3
18348,2008,3
18348,2009,3
18348,2010,5
2224,1999,3
2224,2000,4
2224,2001,3
2224,2002,5
2224,2003,3
2224,2004,3
2224,2005,4
2224,2006,3
2224,2007,4
2224,2008,4
2224,2009,5
2224,2010,3
2224,2011,5
2224,2012,5
2224,2013,3
2224,2014,4
2224,2015,3
2224,2016,3
40740,1999,3
40740,2000,3
40740,2001,3
40740,2002,3
40740,2003,3
40740,2004,3
40740,2005,3
40740,2006,4
40740,2007,4
40740,2008,3
40740,2009,3
40740,2010,4
40740,2011,3
40740,2012,4
40740,2013,3
40740,2014,5
40740,2015,4
40740,2016,3
20895,1999,3
20895,2000,3
20895,2001,3
20895,2002,3
20895,2003,3
20895,2004,3
20895,2005,3
20895,2006,3
6322,1999,3
6322,2000,3
6322,2001,3
6322,2002,3
6322,2003,4
6322,2004,3
10537,1999,3
10537,2000,3
10537,2001,5
10537,2002,4
10537,2003,4
10537,2004,5
13507,1999,3
13507,2000,3
3097,1999,3
3097,2000,3
3097,2001,3
3097,2002,4
36907,2000,4
36907,2001,4
36907,2002,5
36907,2003,3
36907,2004,4
36907,2005,3
36907,2006,3
11093,1999,5
11093,2000,3
11093,2001,3
11093,2002,3
11093,2003,3
11093,2004,3
11093,2005,3
11093,2006,4
11093,2007,3
11093,2008,4
11093,2009,5
11093,2010,4
11093,2011,3
11093,2012,3
11093,2013,3
11093,2014,4
11093,2015,5
6635,1999,4
6635,2000,3
6635,2001,3
6635,2002,3
6635,2003,4
6635,2004,3
6635,2005,3
6635,2006,4
6635,2007,3
6635,2008,4
6635,2009,3
6635,2011,4
6635,2012,4
6635,2013,3
6635,2014,3
6635,2015,3
6635,2016,3
6635,2017,4
19948,1999,4
19948,2000,3
19948,2001,3
19948,2002,3
35703,1999,4
35703,2000,3
35703,2001,4
35703,2002,3
35703,2003,3
35703,2004,3
35703,2005,3
35703,2006,3
35703,2007,5
35703,2008,4
35703,2009,3
35703,2010,3
35703,2011,4
35703,2012,5
35703,2013,3
35703,2014,3
35703,2015,3
35703,2016,4
35703,2017,4
12499,1999,3
12499,2000,3
12499,2001,5
35339,1999,3
35339,2000,3
35339,2001,3
35339,2002,3
35339,2003,3
35339,2004,3
35339,2005,5
35339,2006,4
35339,2007,3
35339,2008,3
35339,2009,4
35339,2010,5
35339,2011,3
35339,2012,3
35339,2013,3
35339,2014,3
35339,2015,3
35339,2016,3
34633,1999,3
34633,2000,3
19011,1999,4
19011,2000,3
19011,2001,3
19011,2002,3
19011,2003,2
19011,2004,4
19011,2005,4
19011,2006,3
17525,1999,3
17525,2000,3
17525,2001,4
17525,2002,4
17525,2003,3
17525,2004,3
23124,1999,3
23124,2000,3
23124,2001,3
23124,2002,3
23124,2003,3
23124,2004,3
23124,2005,3
23124,2006,4
23124,2007,3
23124,2008,4
23124,2009,3
23124,2010,4
23124,2011,4
23124,2012,3
23124,2013,3
23124,2014,3
12457,1999,5
12457,2000,5
12457,2001,5
12457,2002,4
12457,2003,3
12457,2004,3
12457,2005,5
12457,2006,3
32750,1999,3
32750,2000,3
32750,2001,3
32750,2002,3
32750,2003,3
32750,2004,4
32750,2005,5
32465,1999,3
32465,2000,3
32465,2001,4
14962,1999,4
14962,2000,3
14962,2001,3
14962,2002,4
14962,2003,1
21774,1999,3
21774,2000,5
39239,1999,4
39239,2000,3
6864,1999,5
6864,2000,4
6864,2001,3
6864,2002,4
6864,2003,3
25637,1999,3
25637,2000,5
25637,2001,5
25637,2002,3
25637,2003,5
25637,2004,3
25637,2005,3
25637,2006,5
25637,2007,4
25637,2008,3
25637,2009,3
25637,2010,3
25637,2011,3
25637,2012,4
10277,1999,3
10277,2000,3
10277,2001,3
10277,2002,3
10277,2003,5
10277,2004,3
10277,2005,3
10277,2006,3
10277,2007,4
10277,2008,4
10277,2009,4
10277,2010,3
10277,2011,3
10277,2012,3
10277,2013,4
10277,2014,4
10277,2015,3
10277,2016,4
10277,2017,4
24697,1999,3
14344,1999,4
14344,2000,4
14344,2001,4
14344,2002,5
14344,2003,3
14344,2004,3
11267,1999,3
11267,2000,3
11267,2001,3
11267,2002,4
11267,2003,4
11267,2004,4
11267,2005,5
22492,1999,3
22492,2000,3
22492,2001,3
22492,2002,3
22492,2003,3
22492,2004,3
22492,2005,4
22492,2006,4
22492,2007,3
22492,2008,4
22492,2009,4
22492,2010,3
22492,2011,5
22492,2012,4
22492,2013,3
22492,2014,3
29679,1999,3
29679,2000,5
29679,2001,3
2255,1999,4
2255,2000,3
2255,2001,3
2255,2002,3
2255,2003,5
2255,2004,3
2255,2005,5
2255,2006,3
2255,2007,3
2255,2008,3
2255,2009,4
2255,2010,5
14280,1999,2
14280,2000,2
14280,2001,4
14280,2002,3
14280,2003,3
14280,2004,3
14280,2005,3
14280,2006,3
14280,2007,3
14280,2008,3
14280,2009,5
462,1999,4
462,2000,4
462,2001,3
462,2002,4
462,2003,4
462,2004,4
462,2005,5
462,2006,3
11592,1999,5
11592,2000,3
11592,2001,3
11592,2002,3
11592,2003,4
11592,2004,4
11592,2005,4
11592,2006,3
11592,2007,3
11592,2008,3
11592,2009,5
11592,2010,4
11592,2011,3
38157,1999,3
38157,2000,4
38157,2001,3
38157,2002,3
18444,1999,3
21612,1999,3
30321,1999,3
30321,2000,3
30321,2001,5
30321,2002,3
30321,2003,3
30321,2004,4
30321,2005,3
30321,2006,5
30321,2007,4
16081,1999,3
16081,2000,3
16081,2001,3
16081,2002,4
16081,2003,5
16081,2004,3
16081,2005,3
16081,2006,3
24895,1999,3
24895,2000,3
24895,2001,4
24895,2002,4
13041,1999,4
13041,2000,3
13041,2001,3
13041,2002,4
13041,2003,3
13041,2004,4
9373,1999,3
9373,2000,5
9373,2001,5
9373,2002,3
9373,2003,3
9373,2004,5
41744,1999,3
41744,2000,3
41744,2001,3
41744,2002,3
5091,1999,3
5091,2000,4
27138,1999,3
27138,2000,3
27138,2001,3
23901,2000,3
23949,1999,3
23949,2000,5
23949,2001,3
23949,2002,3
23949,2003,3
14666,1999,5
14666,2000,3
14666,2001,4
37027,1999,3
37027,2000,3
37027,2001,3
37027,2002,3
37027,2003,3
37027,2004,3
37027,2005,3
37027,2006,3
37027,2007,3
37027,2008,3
37027,2009,3
37027,2010,3
37027,2011,3
37027,2012,3
37027,2013,3
37027,2014,3
37027,2015,3
37027,2016,3
37027,2017,4
10805,1999,3
10805,2000,3
10805,2001,3
10805,2002,4
10805,2003,3
38061,1999,4
38061,2000,3
38061,2001,3
38061,2002,5
38061,2003,3
38061,2004,3
38061,2005,5
38061,2006,4
38061,2007,3
38061,2008,4
20900,1999,4
20900,2000,3
11085,1999,3
11085,2000,3
11085,2001,4
11085,2002,3
11085,2003,3
11085,2004,3
11085,2005,3
11085,2006,4
11085,2007,3
11085,2008,3
11085,2009,4
29764,1999,1
29764,2000,3
29764,2001,3
42863,1999,3
39204,1999,3
39204,2000,3
39204,2001,3
39204,2002,3
39204,2003,3
39204,2004,3
39204,2005,5
39204,2006,3
39204,2007,5
39204,2008,4
39204,2009,4
39204,2010,3
39204,2011,5
39204,2012,4
39204,2013,3
39204,2014,3
34050,1999,3
34050,2000,3
34050,2001,3
34050,2002,3
34050,2003,4
34050,2004,3
34050,2005,4
34050,2006,3
34050,2007,4
34050,2008,5
39532,1999,3
39532,2000,4
19761,1999,4
19761,2000,3
19761,2001,4
19761,2002,3
19761,2003,3
41196,1999,3
41196,2000,3
41196,2001,3
41196,2002,3
41196,2003,5
41196,2004,4
41196,2005,3
41196,2006,3
41196,2007,4
41196,2008,3
18527,1999,3
35148,1999,3
35148,2000,3
35148,2001,3
35148,2002,5
35148,2003,4
35148,2004,3
35148,2005,4
42797,1999,3
42797,2000,3
42797,2001,4
42797,2002,3
5013,1999,3
5013,2000,3
5013,2001,3
5013,2002,3
5013,2003,3
5013,2004,3
3748,1999,3
3748,2000,5
3748,2001,3
3748,2002,4
3748,2003,4
3748,2004,5
3748,2005,3
3748,2006,3
19469,1999,4
19469,2000,3
19469,2001,3
19469,2002,3
19469,2003,4
19469,2004,4
19469,2005,3
19469,2006,3
19469,2007,3
19469,2008,3
19469,2009,3
19469,2010,3
19469,2011,4
19469,2012,3
37445,1999,1
37445,2000,3
20097,1999,3
20097,2000,3
20097,2001,3
20097,2002,3
20097,2003,4
20097,2004,3
20039,1999,4
20039,2000,4
20039,2001,3
20039,2002,5
20039,2003,3
20039,2004,3
20039,2005,5
20039,2006,3
20039,2007,4
20039,2008,4
20039,2009,3
20039,2010,4
20039,2011,3
10169,1999,3
10169,2000,5
10169,2001,4
10169,2002,5
10169,2003,5
10169,2004,4
10169,2005,4
10169,2006,3
10169,2007,5
10169,2008,3
10169,2009,3
10169,2010,3
10169,2011,3
10169,2012,3
10169,2013,4
10169,2014,3
10169,2015,3
10169,2016,3
10169,2017,4
24086,1999,3
24086,2000,3
42511,1999,3
42511,2000,5
42511,2001,3
42511,2002,5
42511,2003,1
42511,2004,3
41868,1999,3
41868,2000,3
41868,2001,3
32784,1999,3
32784,2000,5
32784,2001,3
32784,2002,3
32784,2003,5
32784,2004,3
32784,2005,3
32784,2006,3
32784,2007,3
32784,2008,3
32784,2009,3
32784,2010,5
32784,2011,5
32784,2012,3
6774,1999,3
6774,2000,4
6774,2001,2
6774,2002,3
37746,1999,4
37746,2000,4
37746,2001,3
37746,2002,3
37746,2003,4
37746,2004,5
37746,2005,3
37746,2006,4
37746,2007,3
37746,2008,5
10635,1999,3
10635,2000,4
10635,2001,4
10635,2002,3
10635,2003,3
10635,2004,3
10635,2005,4
10635,2006,4
10635,2007,4
10635,2008,3
40528,1999,3
40528,2000,3
40528,2001,4
40528,2002,5
40528,2003,4
40528,2004,3
38488,1999,3
38488,2000,3
38488,2001,5
38488,2002,3
29300,1999,3
29300,2000,3
29300,2001,4
29300,2002,3
29300,2003,3
29300,2004,4
29300,2005,3
29300,2006,3
29300,2007,3
29300,2008,3
29300,2009,3
29300,2010,4
29300,2011,3
31324,1999,3
31324,2000,4
28799,1999,3
28799,2000,3
28799,2001,4
28799,2002,3
28799,2003,3
28799,2004,5
28799,2005,5
28799,2006,4
28799,2007,3
28799,2008,3
28799,2009,3
28799,2010,3
28799,2011,3
28799,2012,5
28799,2013,4
28799,2014,5
27435,1999,3
27435,2000,4
27435,2001,3
27435,2002,4
27435,2003,3
27435,2004,3
27435,2005,3
27435,2006,3
27435,2007,5
27435,2008,3
27435,2009,4
27435,2010,3
27435,2011,3
27435,2012,4
27435,2013,3
27435,2014,3
27435,2015,3
27435,2016,3
7175,1999,3
7175,2000,4
7175,2001,3
7175,2002,3
7175,2003,5
7175,2004,4
7175,2005,4
7175,2006,3
7175,2007,4
7175,2008,3
7175,2009,3
7175,2010,5
36698,1999,3
36698,2000,3
36698,2001,5
36698,2002,3
36698,2003,4
21329,1999,3
25853,1999,3
25853,2000,4
31612,1999,3
31612,2000,3
31612,2001,3
31612,2002,3
12024,1999,3
12024,2000,3
44922,1999,3
44922,2000,4
44922,2001,3
44922,2002,3
44922,2003,3
44922,2004,3
44922,2005,3
44922,2006,3
44922,2007,5
44922,2008,3
44922,2009,3
44630,1999,3
44630,2000,4
44630,2001,3
44630,2002,3
44630,2003,4
44630,2004,4
36404,1999,3
36404,2000,4
36404,2001,3
36404,2002,3
36404,2003,3
36404,2004,3
36404,2005,3
36404,2006,3
36404,2007,4
36404,2008,3
36404,2009,3
36404,2010,5
36404,2011,3
36404,2012,3
36404,2013,3
35444,1999,4
35444,2000,3
35444,2001,3
35444,2002,4
35444,2003,3
35444,2004,3
35444,2005,3
35444,2006,3
35444,2007,3
35444,2008,5
35444,2009,4
35444,2010,3
3870,1999,4
3870,2000,4
2136,1999,5
39332,1999,4
25876,1999,3
25876,2000,4
25876,2001,3
25876,2002,3
25876,2003,3
25876,2004,3
37204,1999,3
37204,2000,3
37204,2001,5
37204,2002,3
37204,2003,3
37204,2004,4
37204,2005,4
37204,2006,3
37204,2007,3
37204,2008,3
37204,2009,3
37204,2010,4
37204,2011,4
37204,2012,3
37204,2013,3
37204,2014,4
37204,2015,3
37204,2016,3
37204,2017,3
5206,1999,3
5206,2000,3
5206,2001,3
5206,2002,3
16886,1999,5
16886,2000,5
16886,2001,3
16886,2002,4
16886,2003,3
16886,2004,3
16886,2005,4
16886,2006,4
16886,2007,3
16886,2008,4
16886,2009,4
16886,2010,3
16886,2011,4
16886,2012,3
16886,2013,3
16886,2014,4
38545,1999,3
38545,2000,3
38545,2001,4
38545,2002,4
21098,1999,4
21098,2000,3
21098,2001,3
21098,2002,3
21098,2003,3
21098,2004,3
21098,2005,4
21098,2006,3
21098,2007,4
21098,2008,4
21098,2009,3
21098,2010,3
21098,2011,3
21098,2012,3
21098,2013,3
16304,1999,3
16304,2000,3
16304,2001,3
16304,2002,3
16304,2003,4
10781,1999,4
10781,2000,3
10781,2001,3
10781,2002,5
10781,2003,4
10781,2004,3
10781,2005,4
7219,1999,3
7219,2000,3
7219,2001,3
9375,1999,3
9375,2000,4
9375,2001,5
9375,2002,4
9375,2003,3
33379,1999,4
33379,2000,4
33379,2001,3
33379,2002,3
33379,2003,3
11637,1999,4
11637,2000,3
9557,1999,3
9557,2000,3
9557,2001,3
9557,2002,5
9557,2003,3
9557,2004,4
9557,2005,3
9557,2006,3
9557,2007,3
9557,2008,5
9557,2009,3
19064,1999,3
19064,2000,3
19064,2001,3
19064,2002,3
15253,1999,3
15253,2000,3
15253,2001,3
15253,2002,3
15253,2003,3
15253,2004,4
15253,2005,3
15253,2006,3
15253,2007,3
15253,2008,4
34054,1999,4
8535,1999,3
8535,2000,4
8535,2001,4
8535,2002,3
8535,2003,3
8535,2004,4
8535,2005,3
8535,2006,4
8535,2007,3
8535,2008,3
8535,2009,5
8535,2010,3
8535,2011,4
8535,2012,3
8535,2013,5
8535,2014,4
8535,2015,4
14256,1999,3
14256,2000,3
14256,2001,3
14256,2002,3
14256,2003,5
14256,2004,5
44086,1999,4
44086,2000,4
44086,2001,3
3730,1999,3
3730,2000,4
3730,2001,3
3730,2002,3
3730,2003,3
3730,2004,3
3730,2005,3
43871,1999,5
43871,2000,5
43871,2001,3
43871,2002,4
43871,2003,3
43871,2004,3
38251,1999,5
38251,2000,3
38251,2001,5
961,1999,3
961,2000,4
961,2001,5
961,2002,5
961,2003,5
961,2004,3
961,2005,3
961,2006,3
961,2007,3
31062,1999,3
31062,2000,3
25632,1999,4
25632,2000,3
34825,1999,3
34825,2000,3
34825,2001,4
34825,2002,4
34825,2003,5
34825,2004,5
34825,2005,3
34825,2006,3
34825,2007,3
14483,1999,3
14483,2000,3
14483,2001,3
14483,2002,3
14483,2003,4
14483,2004,5
14483,2005,3
14483,2006,5
14483,2007,3
14483,2008,5
14483,2009,4
14483,2010,5
14483,2011,3
14483,2012,4
14483,2013,5
14483,2014,4
14483,2015,5
14483,2016,3
14483,2017,3
738,1999,4
738,2000,5
738,2001,3
738,2002,2
738,2003,3
738,2004,3
738,2005,3
738,2006,3
738,2007,3
738,2008,4
738,2009,4
2178,1999,4
2178,2000,4
2178,2001,3
2178,2002,3
33992,1999,2
33992,2000,3
33992,2001,3
33992,2002,3
33992,2003,3
8282,1999,3
8282,2000,4
8282,2001,3
8282,2002,3
35310,1999,4
35310,2000,3
35310,2001,3
35310,2002,4
35310,2003,3
35310,2004,3
35310,2005,3
35310,2006,3
35310,2007,3
35310,2008,3
35310,2009,3
35310,2010,3
35310,2011,3
35310,2012,3
35310,2013,3
35310,2014,3
39882,1999,3
39882,2000,3
39882,2001,5
39882,2002,3
39882,2003,4
39882,2004,3
39882,2005,3
23702,1999,3
23702,2000,4
23702,2001,3
23702,2002,4
36738,1999,3
36738,2000,3
36738,2001,3
36738,2002,5
36738,2003,4
36738,2004,3
36738,2005,3
36738,2006,3
36738,2007,3
21006,1999,4
21006,2000,4
21006,2001,4
21006,2002,4
21006,2003,3
21006,2004,3
21006,2005,4
21006,2006,3
21006,2007,3
21006,2008,3
21006,2009,3
21006,2010,3
21006,2011,3
21006,2012,4
9685,1999,4
9685,2000,2
9115,1999,3
9115,2000,3
9115,2001,3
9115,2002,4
9115,2003,3
9115,2004,3
9115,2005,4
9115,2006,3
9115,2007,3
9115,2008,3
9115,2009,3
9115,2010,3
9115,2011,4
9115,2012,4
9115,2013,5
38794,1999,3
38794,2000,5
38794,2001,3
38794,2002,2
38794,2003,2
38794,2004,3
38794,2005,3
38794,2006,4
38794,2007,3
38794,2008,3
4689,1999,3
4689,2000,3
4689,2001,3
4689,2002,3
4689,2003,3
4689,2004,3
4689,2006,3
4689,2007,3
27564,1999,3
27564,2000,4
10755,1999,4
10755,2000,3
31815,1999,4
31815,2000,3
3513,1999,3
3513,2000,3
3513,2001,3
3513,2002,3
3513,2003,3
41728,1999,3
41728,2000,4
41728,2001,3
41728,2002,3
41728,2003,5
41728,2004,5
41728,2005,4
41728,2006,4
41728,2007,3
6526,1999,3
15425,1999,4
23416,1999,5
23416,2000,4
23416,2001,5
23416,2002,5
23416,2003,3
23416,2004,3
23416,2005,4
27276,1999,3
27276,2000,3
27276,2001,3
27276,2002,4
27276,2003,4
27276,2004,3
27276,2005,3
27276,2006,3
27276,2007,3
27276,2008,3
27276,2009,3
27276,2010,3
27276,2011,3
35409,1999,3
35409,2000,3
35409,2001,4
35409,2002,3
35409,2003,3
35409,2004,4
35409,2005,5
35409,2006,3
35409,2007,4
35409,2008,3
35409,2009,5
35409,2010,4
12426,1999,3
12426,2000,3
12426,2001,3
28536,1999,3
28536,2000,3
28536,2001,3
28536,2002,3
28536,2003,3
28536,2004,3
28536,2005,3
28536,2006,3
28536,2007,3
28536,2008,3
28536,2009,3
28536,2010,3
28536,2011,4
28536,2012,3
28536,2013,4
28536,2014,4
28536,2015,3
28536,2016,3
28536,2017,5
27771,1999,3
27771,2000,4
36068,1999,4
36068,2000,3
36068,2001,4
36068,2002,5
36068,2003,5
36068,2004,5
36068,2005,4
36068,2006,5
36068,2007,4
36068,2008,4
36068,2009,3
36068,2010,3
36068,2011,3
36068,2012,3
36068,2013,3
36068,2014,5
36068,2015,3
36068,2016,3
36068,2017,3
44047,1999,5
44047,2000,5
44047,2001,3
44047,2002,3
44047,2003,3
44047,2004,3
44047,2005,3
44047,2006,5
44047,2007,3
44047,2008,3
44047,2009,4
44047,2010,5
44047,2011,3
44047,2012,5
25516,1999,5
25516,2000,3
25516,2001,3
25516,2002,4
25516,2004,3
25516,2005,4
13606,1999,3
13606,2000,3
13606,2001,3
13606,2002,5
13606,2003,3
13606,2004,4
13606,2005,3
13606,2006,3
13606,2007,3
13606,2008,3
13606,2009,3
13606,2010,3
13606,2011,3
13606,2012,3
13606,2013,4
13606,2014,3
13606,2015,4
13606,2016,4
13606,2017,3
28595,1999,3
28595,2000,3
5411,1999,3
5411,2000,3
5411,2001,4
5411,2002,3
37994,1999,2
37994,2000,3
37994,2001,4
12996,1999,5
12996,2000,3
12996,2001,3
12996,2002,5
12996,2003,5
12996,2004,4
12996,2005,3
12996,2006,3
12996,2007,3
12996,2008,3
12996,2009,3
12996,2010,3
12996,2011,3
12996,2012,4
12996,2013,3
12996,2014,3
12996,2015,3
12996,2016,3
12996,2017,4
20549,1999,5
20549,2000,4
20549,2001,3
20549,2002,3
20549,2003,4
20549,2004,3
20549,2005,3
20549,2006,3
20549,2007,3
20549,2008,5
20549,2009,3
20549,2010,3
34487,1999,3
34487,2000,4
34487,2001,2
34487,2002,4
34487,2003,3
34487,2004,4
34487,2005,3
34487,2006,4
34487,2007,3
34487,2008,3
17245,1999,4
17245,2000,3
17245,2001,3
16298,1999,4
16298,2000,3
16298,2001,3
16298,2003,3
16298,2004,4
16298,2005,4
16298,2006,3
16298,2007,3
16298,2008,3
16298,2009,3
16298,2010,3
36107,1999,5
36107,2000,4
36107,2001,3
36107,2002,4
36107,2003,3
1612,1999,4
1612,2000,3
1612,2001,4
1612,2002,3
1612,2003,4
1612,2004,3
1612,2005,5
1612,2006,3
1612,2007,3
1612,2008,5
1612,2009,5
1612,2010,3
1612,2011,3
17069,1999,3
17069,2000,3
17069,2001,3
17069,2002,4
17069,2003,3
17069,2004,3
17069,2005,3
17069,2006,3
17069,2007,3
17069,2008,4
17069,2009,3
17069,2010,3
17069,2011,3
17069,2012,3
17069,2013,4
17069,2014,4
17069,2015,5
17069,2016,3
17069,2017,3
44388,1999,3
44388,2000,3
44388,2001,3
44388,2002,3
44388,2003,3
44388,2005,4
44388,2006,3
44388,2007,5
44388,2008,3
44388,2009,3
29016,1999,2
29016,2000,4
29016,2001,3
29016,2002,2
29016,2003,2
29016,2004,3
12128,1999,5
3919,1999,3
3919,2000,3
10282,2000,3
10282,2001,3
10282,2002,3
10282,2003,5
10282,2004,3
10282,2005,3
10282,2006,3
2334,1999,3
2334,2000,2
2334,2001,3
2334,2002,3
2334,2003,5
44678,1999,3
44678,2000,3
44678,2001,3
44678,2002,4
44678,2003,3
44678,2004,5
44678,2005,3
44678,2006,4
44678,2007,3
44678,2008,3
18039,1999,4
18039,2000,3
18039,2001,3
18039,2002,4
23353,1999,3
23353,2000,4
23353,2001,3
23353,2002,4
23353,2003,3
23353,2004,3
23353,2005,3
330,1999,3
32308,1999,4
32308,2000,5
32308,2001,3
32308,2002,3
32308,2003,3
32308,2004,3
32308,2005,5
20164,1999,3
20164,2000,3
20164,2001,3
20164,2002,3
21081,1999,3
21081,2000,3
21081,2001,3
21081,2002,3
27551,1999,3
27551,2000,3
27551,2001,3
27551,2002,5
27551,2003,5
27551,2004,3
27551,2005,3
27551,2006,3
27551,2007,4
27551,2008,5
27551,2009,3
1454,1999,3
1454,2000,5
33805,1999,3
33805,2000,3
33805,2001,3
33805,2002,4
33805,2004,4
33805,2005,3
33805,2006,5
33805,2007,4
33805,2009,3
33805,2010,3
33805,2011,5
10385,2000,5
10385,2001,3
10385,2002,4
10385,2003,3
10385,2004,3
10385,2005,3
10385,2006,4
26575,1999,5
26575,2000,3
26575,2001,3
26575,2002,3
26575,2003,3
13472,1999,3
13472,2000,3
13472,2001,3
13472,2002,3
13472,2003,4
13472,2004,3
13472,2005,5
13472,2006,3
36058,1999,3
36058,2000,4
36058,2001,5
36058,2002,3
36058,2003,4
36058,2004,1
36058,2005,3
36058,2006,4
35131,1999,3
35131,2000,4
35131,2001,4
35131,2002,3
35131,2003,4
35131,2004,4
35131,2005,3
35131,2006,5
35131,2007,5
35131,2008,3
35131,2009,3
35131,2010,4
35131,2011,3
35131,2012,4
35131,2013,3
35131,2014,4
3710,1999,4
3710,2000,3
3710,2001,3
3710,2002,4
3710,2003,3
3710,2004,3
3710,2005,3
3710,2006,3
3710,2007,3
3710,2008,5
3710,2009,3
3710,2010,4
24278,1999,3
24278,2000,5
24278,2001,4
24278,2002,3
24278,2003,3
24278,2004,3
24278,2005,5
24278,2006,3
24278,2007,3
24278,2008,3
24278,2009,5
37166,1999,3
6393,1999,3
6393,2000,5
6393,2001,3
6393,2002,3
6393,2003,3
4036,1999,3
4036,2000,3
4036,2001,5
9042,1999,3
9042,2000,3
9042,2001,3
9042,2002,3
9042,2003,4
9042,2004,3
9042,2005,4
9042,2006,4
9042,2007,3
9042,2008,4
9042,2009,3
9042,2010,3
9042,2011,4
9042,2012,3
9042,2013,4
9042,2014,3
9042,2015,3
9042,2016,3
24532,1999,3
24532,2000,2
24532,2001,4
1125,1999,5
24527,1999,3
24527,2000,3
24527,2001,3
24527,2002,3
24527,2003,4
24527,2004,3
24527,2005,3
24527,2006,3
24527,2007,4
24527,2008,3
24527,2009,3
24527,2010,3
24527,2011,3
24527,2012,4
24527,2013,3
24527,2014,3
24527,2015,3
24527,2016,5
24527,2017,3
28833,1999,3
28833,2000,3
28833,2001,3
28833,2002,5
28833,2003,3
28833,2004,4
28833,2005,3
28833,2006,3
28833,2007,4
28833,2008,4
28833,2009,5
28833,2010,3
28833,2011,5
28833,2012,3
28833,2013,5
28833,2014,3
28833,2015,3
28833,2016,3
28833,2017,3
36204,1999,4
42215,1999,3
42215,2000,3
42215,2001,3
42215,2002,3
42215,2003,4
42215,2004,4
42215,2005,4
42215,2006,3
42215,2007,3
42215,2008,5
42215,2009,3
42215,2010,3
42215,2011,3
42215,2012,3
42215,2013,3
42215,2014,3
42215,2015,3
42215,2016,3
42215,2017,5
34004,1999,4
34004,2000,4
34004,2001,5
34004,2002,3
34004,2003,4
34004,2004,3
34004,2005,3
34004,2006,4
34004,2007,3
16465,1999,3
16465,2000,3
16465,2001,3
16465,2002,3
16465,2003,3
16465,2004,3
16465,2005,3
16465,2006,3
16465,2007,3
16465,2008,3
16465,2009,5
16465,2010,3
16465,2011,4
16465,2012,3
16465,2013,3
16465,2014,5
16465,2015,3
16465,2016,3
16465,2017,3
44908,1999,3
13068,1999,4
13068,2000,5
13068,2001,3
13068,2002,3
13068,2003,4
23898,1999,3
23898,2000,3
23898,2001,4
23898,2002,3
23898,2003,3
23898,2004,3
23898,2005,3
23898,2006,3
23898,2007,4
23898,2008,5
23898,2009,4
23898,2010,4
23898,2011,3
23898,2012,5
19168,1999,3
19168,2000,3
4647,1999,3
4647,2000,4
4647,2001,3
4647,2002,3
4647,2004,5
4647,2005,3
37390,1999,5
